تتبع LL(1) الرسمي: Stack → Lookahead → Action
====================================================================================================
  1 | Start | "برنامج" (Program) | M[Start, Program] = ProgramUnit Eof
201 | SimpleExpression RelationTail ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | "أحمد" (Identifier) | M[SimpleExpression, Identifier] = SignOpt Term AdditionTail
202 | SignOpt Term AdditionTail RelationTail ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | "أحمد" (Identifier) | M[SignOpt, Identifier] = ε
203 | Term AdditionTail RelationTail ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | "أحمد" (Identifier) | M[Term, Identifier] = Factor MultiplicationTail
204 | Factor MultiplicationTail AdditionTail RelationTail ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | "أحمد" (Identifier) | M[Factor, Identifier] = Access
205 | Access MultiplicationTail AdditionTail RelationTail ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | "أحمد" (Identifier) | M[Access, Identifier] = Identifier AccessTail
206 | Identifier AccessTail MultiplicationTail AdditionTail RelationTail ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | "أحمد" (Identifier) | Match terminal Identifier
207 | AccessTail MultiplicationTail AdditionTail RelationTail ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | "." (Dot) | M[AccessTail, Dot] = Dot Identifier AccessTail
208 | Dot Identifier AccessTail MultiplicationTail AdditionTail RelationTail ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | "." (Dot) | Match terminal Dot
209 | Identifier AccessTail MultiplicationTail AdditionTail RelationTail ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | "درجة_أولى" (Identifier) | Match terminal Identifier
210 | AccessTail MultiplicationTail AdditionTail RelationTail ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | M[AccessTail, Comma] = ε
211 | MultiplicationTail AdditionTail RelationTail ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | M[MultiplicationTail, Comma] = ε
212 | AdditionTail RelationTail ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | M[AdditionTail, Comma] = ε
213 | RelationTail ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | M[RelationTail, Comma] = ε
214 | ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | M[ActualArgumentsTail, Comma] = Comma Expression ActualArgumentsTail
215 | Comma Expression ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | Match terminal Comma
216 | Expression ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | "أحمد" (Identifier) | M[Expression, Identifier] = SimpleExpression RelationTail
217 | SimpleExpression RelationTail ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | "أحمد" (Identifier) | M[SimpleExpression, Identifier] = SignOpt Term AdditionTail
218 | SignOpt Term AdditionTail RelationTail ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | "أحمد" (Identifier) | M[SignOpt, Identifier] = ε
219 | Term AdditionTail RelationTail ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | "أحمد" (Identifier) | M[Term, Identifier] = Factor MultiplicationTail
220 | Factor MultiplicationTail AdditionTail RelationTail ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | "أحمد" (Identifier) | M[Factor, Identifier] = Access
221 | Access MultiplicationTail AdditionTail RelationTail ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | "أحمد" (Identifier) | M[Access, Identifier] = Identifier AccessTail
222 | Identifier AccessTail MultiplicationTail AdditionTail RelationTail ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | "أحمد" (Identifier) | Match terminal Identifier
223 | AccessTail MultiplicationTail AdditionTail RelationTail ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | "." (Dot) | M[AccessTail, Dot] = Dot Identifier AccessTail
224 | Dot Identifier AccessTail MultiplicationTail AdditionTail RelationTail ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | "." (Dot) | Match terminal Dot
225 | Identifier AccessTail MultiplicationTail AdditionTail RelationTail ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | "درجة_ثانية" (Identifier) | Match terminal Identifier
226 | AccessTail MultiplicationTail AdditionTail RelationTail ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | M[AccessTail, Comma] = ε
227 | MultiplicationTail AdditionTail RelationTail ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | M[MultiplicationTail, Comma] = ε
228 | AdditionTail RelationTail ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | M[AdditionTail, Comma] = ε
229 | RelationTail ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | M[RelationTail, Comma] = ε
230 | ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | M[ActualArgumentsTail, Comma] = Comma Expression ActualArgumentsTail
231 | Comma Expression ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | Match terminal Comma
232 | Expression ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | "مجموع_الدرجات" (Identifier) | M[Expression, Identifier] = SimpleExpression RelationTail
233 | SimpleExpression RelationTail ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | "مجموع_الدرجات" (Identifier) | M[SimpleExpression, Identifier] = SignOpt Term AdditionTail
234 | SignOpt Term AdditionTail RelationTail ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | "مجموع_الدرجات" (Identifier) | M[SignOpt, Identifier] = ε
235 | Term AdditionTail RelationTail ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | "مجموع_الدرجات" (Identifier) | M[Term, Identifier] = Factor MultiplicationTail
236 | Factor MultiplicationTail AdditionTail RelationTail ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | "مجموع_الدرجات" (Identifier) | M[Factor, Identifier] = Access
237 | Access MultiplicationTail AdditionTail RelationTail ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | "مجموع_الدرجات" (Identifier) | M[Access, Identifier] = Identifier AccessTail
238 | Identifier AccessTail MultiplicationTail AdditionTail RelationTail ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | "مجموع_الدرجات" (Identifier) | Match terminal Identifier
239 | AccessTail MultiplicationTail AdditionTail RelationTail ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[AccessTail, RightParen] = ε
240 | MultiplicationTail AdditionTail RelationTail ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[MultiplicationTail, RightParen] = ε
241 | AdditionTail RelationTail ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[AdditionTail, RightParen] = ε
242 | RelationTail ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[RelationTail, RightParen] = ε
243 | ActualArgumentsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[ActualArgumentsTail, RightParen] = ε
244 | RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | Match terminal RightParen
245 | Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | Match terminal Semicolon
246 | StatementList RightBrace Dot Eof | "المعدل" (Identifier) | M[StatementList, Identifier] = Statement StatementList
247 | Statement StatementList RightBrace Dot Eof | "المعدل" (Identifier) | M[Statement, Identifier] = IdentifierStatement
248 | IdentifierStatement StatementList RightBrace Dot Eof | "المعدل" (Identifier) | M[IdentifierStatement, Identifier] = Identifier IdentifierStatementTail
249 | Identifier IdentifierStatementTail StatementList RightBrace Dot Eof | "المعدل" (Identifier) | Match terminal Identifier
250 | IdentifierStatementTail StatementList RightBrace Dot Eof | "=" (Assign) | M[IdentifierStatementTail, Assign] = AccessTail Assign Expression Semicolon
251 | AccessTail Assign Expression Semicolon StatementList RightBrace Dot Eof | "=" (Assign) | M[AccessTail, Assign] = ε
252 | Assign Expression Semicolon StatementList RightBrace Dot Eof | "=" (Assign) | Match terminal Assign
253 | Expression Semicolon StatementList RightBrace Dot Eof | "مجموع_الدرجات" (Identifier) | M[Expression, Identifier] = SimpleExpression RelationTail
254 | SimpleExpression RelationTail Semicolon StatementList RightBrace Dot Eof | "مجموع_الدرجات" (Identifier) | M[SimpleExpression, Identifier] = SignOpt Term AdditionTail
255 | SignOpt Term AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "مجموع_الدرجات" (Identifier) | M[SignOpt, Identifier] = ε
256 | Term AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "مجموع_الدرجات" (Identifier) | M[Term, Identifier] = Factor MultiplicationTail
257 | Factor MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "مجموع_الدرجات" (Identifier) | M[Factor, Identifier] = Access
258 | Access MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "مجموع_الدرجات" (Identifier) | M[Access, Identifier] = Identifier AccessTail
259 | Identifier AccessTail MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "مجموع_الدرجات" (Identifier) | Match terminal Identifier
260 | AccessTail MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "/" (Slash) | M[AccessTail, Slash] = ε
261 | MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "/" (Slash) | M[MultiplicationTail, Slash] = MultiplicationOperator Factor MultiplicationTail
262 | MultiplicationOperator Factor MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "/" (Slash) | M[MultiplicationOperator, Slash] = Slash
263 | Slash Factor MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "/" (Slash) | Match terminal Slash
264 | Factor MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "2" (Integer) | M[Factor, Integer] = Integer
265 | Integer MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "2" (Integer) | Match terminal Integer
266 | MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | M[MultiplicationTail, Semicolon] = ε
267 | AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | M[AdditionTail, Semicolon] = ε
268 | RelationTail Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | M[RelationTail, Semicolon] = ε
269 | Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | Match terminal Semicolon
270 | StatementList RightBrace Dot Eof | "إذا" (If) | M[StatementList, If] = Statement StatementList
271 | Statement StatementList RightBrace Dot Eof | "إذا" (If) | M[Statement, If] = IfStatement
272 | IfStatement StatementList RightBrace Dot Eof | "إذا" (If) | M[IfStatement, If] = If LeftParen Expression RightParen Then Statement ElsePart
273 | If LeftParen Expression RightParen Then Statement ElsePart StatementList RightBrace Dot Eof | "إذا" (If) | Match terminal If
274 | LeftParen Expression RightParen Then Statement ElsePart StatementList RightBrace Dot Eof | "(" (LeftParen) | Match terminal LeftParen
275 | Expression RightParen Then Statement ElsePart StatementList RightBrace Dot Eof | "المعدل" (Identifier) | M[Expression, Identifier] = SimpleExpression RelationTail
276 | SimpleExpression RelationTail RightParen Then Statement ElsePart StatementList RightBrace Dot Eof | "المعدل" (Identifier) | M[SimpleExpression, Identifier] = SignOpt Term AdditionTail
277 | SignOpt Term AdditionTail RelationTail RightParen Then Statement ElsePart StatementList RightBrace Dot Eof | "المعدل" (Identifier) | M[SignOpt, Identifier] = ε
278 | Term AdditionTail RelationTail RightParen Then Statement ElsePart StatementList RightBrace Dot Eof | "المعدل" (Identifier) | M[Term, Identifier] = Factor MultiplicationTail
279 | Factor MultiplicationTail AdditionTail RelationTail RightParen Then Statement ElsePart StatementList RightBrace Dot Eof | "المعدل" (Identifier) | M[Factor, Identifier] = Access
280 | Access MultiplicationTail AdditionTail RelationTail RightParen Then Statement ElsePart StatementList RightBrace Dot Eof | "المعدل" (Identifier) | M[Access, Identifier] = Identifier AccessTail
281 | Identifier AccessTail MultiplicationTail AdditionTail RelationTail RightParen Then Statement ElsePart StatementList RightBrace Dot Eof | "المعدل" (Identifier) | Match terminal Identifier
282 | AccessTail MultiplicationTail AdditionTail RelationTail RightParen Then Statement ElsePart StatementList RightBrace Dot Eof | "=<" (GreaterEqual) | M[AccessTail, GreaterEqual] = ε
283 | MultiplicationTail AdditionTail RelationTail RightParen Then Statement ElsePart StatementList RightBrace Dot Eof | "=<" (GreaterEqual) | M[MultiplicationTail, GreaterEqual] = ε
284 | AdditionTail RelationTail RightParen Then Statement ElsePart StatementList RightBrace Dot Eof | "=<" (GreaterEqual) | M[AdditionTail, GreaterEqual] = ε
285 | RelationTail RightParen Then Statement ElsePart StatementList RightBrace Dot Eof | "=<" (GreaterEqual) | M[RelationTail, GreaterEqual] = RelationOperator SimpleExpression
286 | RelationOperator SimpleExpression RightParen Then Statement ElsePart StatementList RightBrace Dot Eof | "=<" (GreaterEqual) | M[RelationOperator, GreaterEqual] = GreaterEqual
287 | GreaterEqual SimpleExpression RightParen Then Statement ElsePart StatementList RightBrace Dot Eof | "=<" (GreaterEqual) | Match terminal GreaterEqual
288 | SimpleExpression RightParen Then Statement ElsePart StatementList RightBrace Dot Eof | "60" (Integer) | M[SimpleExpression, Integer] = SignOpt Term AdditionTail
289 | SignOpt Term AdditionTail RightParen Then Statement ElsePart StatementList RightBrace Dot Eof | "60" (Integer) | M[SignOpt, Integer] = ε
290 | Term AdditionTail RightParen Then Statement ElsePart StatementList RightBrace Dot Eof | "60" (Integer) | M[Term, Integer] = Factor MultiplicationTail
291 | Factor MultiplicationTail AdditionTail RightParen Then Statement ElsePart StatementList RightBrace Dot Eof | "60" (Integer) | M[Factor, Integer] = Integer
292 | Integer MultiplicationTail AdditionTail RightParen Then Statement ElsePart StatementList RightBrace Dot Eof | "60" (Integer) | Match terminal Integer
293 | MultiplicationTail AdditionTail RightParen Then Statement ElsePart StatementList RightBrace Dot Eof | ")" (RightParen) | M[MultiplicationTail, RightParen] = ε
294 | AdditionTail RightParen Then Statement ElsePart StatementList RightBrace Dot Eof | ")" (RightParen) | M[AdditionTail, RightParen] = ε
295 | RightParen Then Statement ElsePart StatementList RightBrace Dot Eof | ")" (RightParen) | Match terminal RightParen
296 | Then Statement ElsePart StatementList RightBrace Dot Eof | "فإن" (Then) | Match terminal Then
297 | Statement ElsePart StatementList RightBrace Dot Eof | "{" (LeftBrace) | M[Statement, LeftBrace] = Block
298 | Block ElsePart StatementList RightBrace Dot Eof | "{" (LeftBrace) | M[Block, LeftBrace] = LeftBrace StatementList RightBrace
299 | LeftBrace StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "{" (LeftBrace) | Match terminal LeftBrace
300 | StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "أحمد" (Identifier) | M[StatementList, Identifier] = Statement StatementList
301 | Statement StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "أحمد" (Identifier) | M[Statement, Identifier] = IdentifierStatement
302 | IdentifierStatement StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "أحمد" (Identifier) | M[IdentifierStatement, Identifier] = Identifier IdentifierStatementTail
303 | Identifier IdentifierStatementTail StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "أحمد" (Identifier) | Match terminal Identifier
304 | IdentifierStatementTail StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "." (Dot) | M[IdentifierStatementTail, Dot] = AccessTail Assign Expression Semicolon
305 | AccessTail Assign Expression Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "." (Dot) | M[AccessTail, Dot] = Dot Identifier AccessTail
306 | Dot Identifier AccessTail Assign Expression Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "." (Dot) | Match terminal Dot
307 | Identifier AccessTail Assign Expression Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "ناجح" (Identifier) | Match terminal Identifier
308 | AccessTail Assign Expression Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "=" (Assign) | M[AccessTail, Assign] = ε
309 | Assign Expression Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "=" (Assign) | Match terminal Assign
310 | Expression Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "صح" (True) | M[Expression, True] = SimpleExpression RelationTail
311 | SimpleExpression RelationTail Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "صح" (True) | M[SimpleExpression, True] = SignOpt Term AdditionTail
312 | SignOpt Term AdditionTail RelationTail Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "صح" (True) | M[SignOpt, True] = ε
313 | Term AdditionTail RelationTail Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "صح" (True) | M[Term, True] = Factor MultiplicationTail
314 | Factor MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "صح" (True) | M[Factor, True] = True
315 | True MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "صح" (True) | Match terminal True
316 | MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | ";" (Semicolon) | M[MultiplicationTail, Semicolon] = ε
317 | AdditionTail RelationTail Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | ";" (Semicolon) | M[AdditionTail, Semicolon] = ε
318 | RelationTail Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | ";" (Semicolon) | M[RelationTail, Semicolon] = ε
319 | Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | ";" (Semicolon) | Match terminal Semicolon
320 | StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "اطبع" (Print) | M[StatementList, Print] = Statement StatementList
321 | Statement StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "اطبع" (Print) | M[Statement, Print] = PrintStatement
322 | PrintStatement StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "اطبع" (Print) | M[PrintStatement, Print] = Print LeftParen PrintItems RightParen Semicolon
323 | Print LeftParen PrintItems RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "اطبع" (Print) | Match terminal Print
324 | LeftParen PrintItems RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "(" (LeftParen) | Match terminal LeftParen
325 | PrintItems RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "مجموع درجات الطالب:" (String) | M[PrintItems, String] = Expression PrintItemsTail
326 | Expression PrintItemsTail RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "مجموع درجات الطالب:" (String) | M[Expression, String] = SimpleExpression RelationTail
327 | SimpleExpression RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "مجموع درجات الطالب:" (String) | M[SimpleExpression, String] = SignOpt Term AdditionTail
328 | SignOpt Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "مجموع درجات الطالب:" (String) | M[SignOpt, String] = ε
329 | Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "مجموع درجات الطالب:" (String) | M[Term, String] = Factor MultiplicationTail
330 | Factor MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "مجموع درجات الطالب:" (String) | M[Factor, String] = String
331 | String MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "مجموع درجات الطالب:" (String) | Match terminal String
332 | MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | ")" (RightParen) | M[MultiplicationTail, RightParen] = ε
333 | AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | ")" (RightParen) | M[AdditionTail, RightParen] = ε
334 | RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | ")" (RightParen) | M[RelationTail, RightParen] = ε
335 | PrintItemsTail RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | ")" (RightParen) | M[PrintItemsTail, RightParen] = ε
336 | RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | ")" (RightParen) | Match terminal RightParen
337 | Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | ";" (Semicolon) | Match terminal Semicolon
338 | StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "اطبع" (Print) | M[StatementList, Print] = Statement StatementList
339 | Statement StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "اطبع" (Print) | M[Statement, Print] = PrintStatement
340 | PrintStatement StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "اطبع" (Print) | M[PrintStatement, Print] = Print LeftParen PrintItems RightParen Semicolon
341 | Print LeftParen PrintItems RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "اطبع" (Print) | Match terminal Print
342 | LeftParen PrintItems RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "(" (LeftParen) | Match terminal LeftParen
343 | PrintItems RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "مجموع_الدرجات" (Identifier) | M[PrintItems, Identifier] = Expression PrintItemsTail
344 | Expression PrintItemsTail RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "مجموع_الدرجات" (Identifier) | M[Expression, Identifier] = SimpleExpression RelationTail
345 | SimpleExpression RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "مجموع_الدرجات" (Identifier) | M[SimpleExpression, Identifier] = SignOpt Term AdditionTail
346 | SignOpt Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "مجموع_الدرجات" (Identifier) | M[SignOpt, Identifier] = ε
347 | Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "مجموع_الدرجات" (Identifier) | M[Term, Identifier] = Factor MultiplicationTail
348 | Factor MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "مجموع_الدرجات" (Identifier) | M[Factor, Identifier] = Access
349 | Access MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "مجموع_الدرجات" (Identifier) | M[Access, Identifier] = Identifier AccessTail
350 | Identifier AccessTail MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "مجموع_الدرجات" (Identifier) | Match terminal Identifier
351 | AccessTail MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | ")" (RightParen) | M[AccessTail, RightParen] = ε
352 | MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | ")" (RightParen) | M[MultiplicationTail, RightParen] = ε
353 | AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | ")" (RightParen) | M[AdditionTail, RightParen] = ε
354 | RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | ")" (RightParen) | M[RelationTail, RightParen] = ε
355 | PrintItemsTail RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | ")" (RightParen) | M[PrintItemsTail, RightParen] = ε
356 | RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | ")" (RightParen) | Match terminal RightParen
357 | Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | ";" (Semicolon) | Match terminal Semicolon
358 | StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "اطبع" (Print) | M[StatementList, Print] = Statement StatementList
359 | Statement StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "اطبع" (Print) | M[Statement, Print] = PrintStatement
360 | PrintStatement StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "اطبع" (Print) | M[PrintStatement, Print] = Print LeftParen PrintItems RightParen Semicolon
361 | Print LeftParen PrintItems RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "اطبع" (Print) | Match terminal Print
362 | LeftParen PrintItems RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "(" (LeftParen) | Match terminal LeftParen
363 | PrintItems RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "المعدل النهائي:" (String) | M[PrintItems, String] = Expression PrintItemsTail
364 | Expression PrintItemsTail RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "المعدل النهائي:" (String) | M[Expression, String] = SimpleExpression RelationTail
365 | SimpleExpression RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "المعدل النهائي:" (String) | M[SimpleExpression, String] = SignOpt Term AdditionTail
366 | SignOpt Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "المعدل النهائي:" (String) | M[SignOpt, String] = ε
367 | Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "المعدل النهائي:" (String) | M[Term, String] = Factor MultiplicationTail
368 | Factor MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "المعدل النهائي:" (String) | M[Factor, String] = String
369 | String MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "المعدل النهائي:" (String) | Match terminal String
370 | MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | ")" (RightParen) | M[MultiplicationTail, RightParen] = ε
371 | AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | ")" (RightParen) | M[AdditionTail, RightParen] = ε
372 | RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | ")" (RightParen) | M[RelationTail, RightParen] = ε
373 | PrintItemsTail RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | ")" (RightParen) | M[PrintItemsTail, RightParen] = ε
374 | RightParen Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | ")" (RightParen) | Match terminal RightParen
375 | Semicolon StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | ";" (Semicolon) | Match terminal Semicolon
376 | StatementList RightBrace ElsePart StatementList RightBrace Dot Eof | "اطبع" (Print) | M[StatementList, Print] = Statement StatementList
