تتبع LL(1) الرسمي: Stack → Lookahead → Action
====================================================================================================
  1 | Start | "برنامج" (Program) | M[Start, Program] = ProgramUnit Eof
220 | Factor MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | M[Factor, Identifier] = Access
221 | Access MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | M[Access, Identifier] = Identifier AccessTail
222 | Identifier AccessTail MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | Match terminal Identifier
223 | AccessTail MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "." (Dot) | M[AccessTail, Dot] = Dot Identifier AccessTail
224 | Dot Identifier AccessTail MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "." (Dot) | Match terminal Dot
225 | Identifier AccessTail MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "ص" (Identifier) | Match terminal Identifier
226 | AccessTail MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "+" (Plus) | M[AccessTail, Plus] = ε
227 | MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "+" (Plus) | M[MultiplicationTail, Plus] = ε
228 | AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "+" (Plus) | M[AdditionTail, Plus] = AdditionOperator Term AdditionTail
229 | AdditionOperator Term AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "+" (Plus) | M[AdditionOperator, Plus] = Plus
230 | Plus Term AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "+" (Plus) | Match terminal Plus
231 | Term AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | M[Term, Identifier] = Factor MultiplicationTail
232 | Factor MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | M[Factor, Identifier] = Access
233 | Access MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | M[Access, Identifier] = Identifier AccessTail
234 | Identifier AccessTail MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | Match terminal Identifier
235 | AccessTail MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "." (Dot) | M[AccessTail, Dot] = Dot Identifier AccessTail
236 | Dot Identifier AccessTail MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "." (Dot) | Match terminal Dot
237 | Identifier AccessTail MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "س" (Identifier) | Match terminal Identifier
238 | AccessTail MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "+" (Plus) | M[AccessTail, Plus] = ε
239 | MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "+" (Plus) | M[MultiplicationTail, Plus] = ε
240 | AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "+" (Plus) | M[AdditionTail, Plus] = AdditionOperator Term AdditionTail
241 | AdditionOperator Term AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "+" (Plus) | M[AdditionOperator, Plus] = Plus
242 | Plus Term AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "+" (Plus) | Match terminal Plus
243 | Term AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | M[Term, Identifier] = Factor MultiplicationTail
244 | Factor MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | M[Factor, Identifier] = Access
245 | Access MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | M[Access, Identifier] = Identifier AccessTail
246 | Identifier AccessTail MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | Match terminal Identifier
247 | AccessTail MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "." (Dot) | M[AccessTail, Dot] = Dot Identifier AccessTail
248 | Dot Identifier AccessTail MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "." (Dot) | Match terminal Dot
249 | Identifier AccessTail MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "ص" (Identifier) | Match terminal Identifier
250 | AccessTail MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | M[AccessTail, Semicolon] = ε
251 | MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | M[MultiplicationTail, Semicolon] = ε
252 | AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | M[AdditionTail, Semicolon] = ε
253 | RelationTail Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | M[RelationTail, Semicolon] = ε
254 | Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | Match terminal Semicolon
255 | StatementList RightBrace Dot Eof | "اطبع" (Print) | M[StatementList, Print] = Statement StatementList
256 | Statement StatementList RightBrace Dot Eof | "اطبع" (Print) | M[Statement, Print] = PrintStatement
257 | PrintStatement StatementList RightBrace Dot Eof | "اطبع" (Print) | M[PrintStatement, Print] = Print LeftParen PrintItems RightParen Semicolon
258 | Print LeftParen PrintItems RightParen Semicolon StatementList RightBrace Dot Eof | "اطبع" (Print) | Match terminal Print
259 | LeftParen PrintItems RightParen Semicolon StatementList RightBrace Dot Eof | "(" (LeftParen) | Match terminal LeftParen
260 | PrintItems RightParen Semicolon StatementList RightBrace Dot Eof | "=== بيانات النقطة [أ] ===" (String) | M[PrintItems, String] = Expression PrintItemsTail
261 | Expression PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "=== بيانات النقطة [أ] ===" (String) | M[Expression, String] = SimpleExpression RelationTail
262 | SimpleExpression RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "=== بيانات النقطة [أ] ===" (String) | M[SimpleExpression, String] = SignOpt Term AdditionTail
263 | SignOpt Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "=== بيانات النقطة [أ] ===" (String) | M[SignOpt, String] = ε
264 | Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "=== بيانات النقطة [أ] ===" (String) | M[Term, String] = Factor MultiplicationTail
265 | Factor MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "=== بيانات النقطة [أ] ===" (String) | M[Factor, String] = String
266 | String MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "=== بيانات النقطة [أ] ===" (String) | Match terminal String
267 | MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[MultiplicationTail, RightParen] = ε
268 | AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[AdditionTail, RightParen] = ε
269 | RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[RelationTail, RightParen] = ε
270 | PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[PrintItemsTail, RightParen] = ε
271 | RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | Match terminal RightParen
272 | Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | Match terminal Semicolon
273 | StatementList RightBrace Dot Eof | "اطبع" (Print) | M[StatementList, Print] = Statement StatementList
274 | Statement StatementList RightBrace Dot Eof | "اطبع" (Print) | M[Statement, Print] = PrintStatement
275 | PrintStatement StatementList RightBrace Dot Eof | "اطبع" (Print) | M[PrintStatement, Print] = Print LeftParen PrintItems RightParen Semicolon
276 | Print LeftParen PrintItems RightParen Semicolon StatementList RightBrace Dot Eof | "اطبع" (Print) | Match terminal Print
277 | LeftParen PrintItems RightParen Semicolon StatementList RightBrace Dot Eof | "(" (LeftParen) | Match terminal LeftParen
278 | PrintItems RightParen Semicolon StatementList RightBrace Dot Eof | "الإحداثي السيني (س) = " (String) | M[PrintItems, String] = Expression PrintItemsTail
279 | Expression PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "الإحداثي السيني (س) = " (String) | M[Expression, String] = SimpleExpression RelationTail
280 | SimpleExpression RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "الإحداثي السيني (س) = " (String) | M[SimpleExpression, String] = SignOpt Term AdditionTail
281 | SignOpt Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "الإحداثي السيني (س) = " (String) | M[SignOpt, String] = ε
282 | Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "الإحداثي السيني (س) = " (String) | M[Term, String] = Factor MultiplicationTail
283 | Factor MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "الإحداثي السيني (س) = " (String) | M[Factor, String] = String
284 | String MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "الإحداثي السيني (س) = " (String) | Match terminal String
285 | MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | M[MultiplicationTail, Comma] = ε
286 | AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | M[AdditionTail, Comma] = ε
287 | RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | M[RelationTail, Comma] = ε
288 | PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | M[PrintItemsTail, Comma] = Comma Expression PrintItemsTail
289 | Comma Expression PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | Match terminal Comma
290 | Expression PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | M[Expression, Identifier] = SimpleExpression RelationTail
291 | SimpleExpression RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | M[SimpleExpression, Identifier] = SignOpt Term AdditionTail
292 | SignOpt Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | M[SignOpt, Identifier] = ε
293 | Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | M[Term, Identifier] = Factor MultiplicationTail
294 | Factor MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | M[Factor, Identifier] = Access
295 | Access MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | M[Access, Identifier] = Identifier AccessTail
296 | Identifier AccessTail MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | Match terminal Identifier
297 | AccessTail MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "." (Dot) | M[AccessTail, Dot] = Dot Identifier AccessTail
298 | Dot Identifier AccessTail MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "." (Dot) | Match terminal Dot
299 | Identifier AccessTail MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "س" (Identifier) | Match terminal Identifier
300 | AccessTail MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[AccessTail, RightParen] = ε
301 | MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[MultiplicationTail, RightParen] = ε
302 | AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[AdditionTail, RightParen] = ε
303 | RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[RelationTail, RightParen] = ε
304 | PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[PrintItemsTail, RightParen] = ε
305 | RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | Match terminal RightParen
306 | Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | Match terminal Semicolon
307 | StatementList RightBrace Dot Eof | "اطبع" (Print) | M[StatementList, Print] = Statement StatementList
308 | Statement StatementList RightBrace Dot Eof | "اطبع" (Print) | M[Statement, Print] = PrintStatement
309 | PrintStatement StatementList RightBrace Dot Eof | "اطبع" (Print) | M[PrintStatement, Print] = Print LeftParen PrintItems RightParen Semicolon
310 | Print LeftParen PrintItems RightParen Semicolon StatementList RightBrace Dot Eof | "اطبع" (Print) | Match terminal Print
311 | LeftParen PrintItems RightParen Semicolon StatementList RightBrace Dot Eof | "(" (LeftParen) | Match terminal LeftParen
312 | PrintItems RightParen Semicolon StatementList RightBrace Dot Eof | "الإحداثي الصادي (ص) = " (String) | M[PrintItems, String] = Expression PrintItemsTail
313 | Expression PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "الإحداثي الصادي (ص) = " (String) | M[Expression, String] = SimpleExpression RelationTail
314 | SimpleExpression RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "الإحداثي الصادي (ص) = " (String) | M[SimpleExpression, String] = SignOpt Term AdditionTail
315 | SignOpt Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "الإحداثي الصادي (ص) = " (String) | M[SignOpt, String] = ε
316 | Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "الإحداثي الصادي (ص) = " (String) | M[Term, String] = Factor MultiplicationTail
317 | Factor MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "الإحداثي الصادي (ص) = " (String) | M[Factor, String] = String
318 | String MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "الإحداثي الصادي (ص) = " (String) | Match terminal String
319 | MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | M[MultiplicationTail, Comma] = ε
320 | AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | M[AdditionTail, Comma] = ε
321 | RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | M[RelationTail, Comma] = ε
322 | PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | M[PrintItemsTail, Comma] = Comma Expression PrintItemsTail
323 | Comma Expression PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | Match terminal Comma
324 | Expression PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | M[Expression, Identifier] = SimpleExpression RelationTail
325 | SimpleExpression RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | M[SimpleExpression, Identifier] = SignOpt Term AdditionTail
326 | SignOpt Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | M[SignOpt, Identifier] = ε
327 | Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | M[Term, Identifier] = Factor MultiplicationTail
328 | Factor MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | M[Factor, Identifier] = Access
329 | Access MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | M[Access, Identifier] = Identifier AccessTail
330 | Identifier AccessTail MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | Match terminal Identifier
331 | AccessTail MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "." (Dot) | M[AccessTail, Dot] = Dot Identifier AccessTail
332 | Dot Identifier AccessTail MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "." (Dot) | Match terminal Dot
333 | Identifier AccessTail MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "ص" (Identifier) | Match terminal Identifier
334 | AccessTail MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[AccessTail, RightParen] = ε
335 | MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[MultiplicationTail, RightParen] = ε
336 | AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[AdditionTail, RightParen] = ε
337 | RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[RelationTail, RightParen] = ε
338 | PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[PrintItemsTail, RightParen] = ε
339 | RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | Match terminal RightParen
340 | Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | Match terminal Semicolon
341 | StatementList RightBrace Dot Eof | "اطبع" (Print) | M[StatementList, Print] = Statement StatementList
342 | Statement StatementList RightBrace Dot Eof | "اطبع" (Print) | M[Statement, Print] = PrintStatement
343 | PrintStatement StatementList RightBrace Dot Eof | "اطبع" (Print) | M[PrintStatement, Print] = Print LeftParen PrintItems RightParen Semicolon
344 | Print LeftParen PrintItems RightParen Semicolon StatementList RightBrace Dot Eof | "اطبع" (Print) | Match terminal Print
345 | LeftParen PrintItems RightParen Semicolon StatementList RightBrace Dot Eof | "(" (LeftParen) | Match terminal LeftParen
346 | PrintItems RightParen Semicolon StatementList RightBrace Dot Eof | "رمز النقطة المميز = " (String) | M[PrintItems, String] = Expression PrintItemsTail
347 | Expression PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "رمز النقطة المميز = " (String) | M[Expression, String] = SimpleExpression RelationTail
348 | SimpleExpression RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "رمز النقطة المميز = " (String) | M[SimpleExpression, String] = SignOpt Term AdditionTail
349 | SignOpt Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "رمز النقطة المميز = " (String) | M[SignOpt, String] = ε
350 | Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "رمز النقطة المميز = " (String) | M[Term, String] = Factor MultiplicationTail
351 | Factor MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "رمز النقطة المميز = " (String) | M[Factor, String] = String
352 | String MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "رمز النقطة المميز = " (String) | Match terminal String
353 | MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | M[MultiplicationTail, Comma] = ε
354 | AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | M[AdditionTail, Comma] = ε
355 | RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | M[RelationTail, Comma] = ε
356 | PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | M[PrintItemsTail, Comma] = Comma Expression PrintItemsTail
357 | Comma Expression PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | Match terminal Comma
358 | Expression PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | M[Expression, Identifier] = SimpleExpression RelationTail
359 | SimpleExpression RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | M[SimpleExpression, Identifier] = SignOpt Term AdditionTail
360 | SignOpt Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | M[SignOpt, Identifier] = ε
361 | Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | M[Term, Identifier] = Factor MultiplicationTail
362 | Factor MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | M[Factor, Identifier] = Access
363 | Access MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | M[Access, Identifier] = Identifier AccessTail
364 | Identifier AccessTail MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | Match terminal Identifier
365 | AccessTail MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "." (Dot) | M[AccessTail, Dot] = Dot Identifier AccessTail
366 | Dot Identifier AccessTail MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "." (Dot) | Match terminal Dot
367 | Identifier AccessTail MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "رمز" (Identifier) | Match terminal Identifier
368 | AccessTail MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[AccessTail, RightParen] = ε
369 | MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[MultiplicationTail, RightParen] = ε
370 | AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[AdditionTail, RightParen] = ε
371 | RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[RelationTail, RightParen] = ε
372 | PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[PrintItemsTail, RightParen] = ε
373 | RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | Match terminal RightParen
374 | Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | Match terminal Semicolon
375 | StatementList RightBrace Dot Eof | "اطبع" (Print) | M[StatementList, Print] = Statement StatementList
376 | Statement StatementList RightBrace Dot Eof | "اطبع" (Print) | M[Statement, Print] = PrintStatement
377 | PrintStatement StatementList RightBrace Dot Eof | "اطبع" (Print) | M[PrintStatement, Print] = Print LeftParen PrintItems RightParen Semicolon
378 | Print LeftParen PrintItems RightParen Semicolon StatementList RightBrace Dot Eof | "اطبع" (Print) | Match terminal Print
379 | LeftParen PrintItems RightParen Semicolon StatementList RightBrace Dot Eof | "(" (LeftParen) | Match terminal LeftParen
380 | PrintItems RightParen Semicolon StatementList RightBrace Dot Eof | "=== بيانات النقطة [ب] ===" (String) | M[PrintItems, String] = Expression PrintItemsTail
381 | Expression PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "=== بيانات النقطة [ب] ===" (String) | M[Expression, String] = SimpleExpression RelationTail
382 | SimpleExpression RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "=== بيانات النقطة [ب] ===" (String) | M[SimpleExpression, String] = SignOpt Term AdditionTail
383 | SignOpt Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "=== بيانات النقطة [ب] ===" (String) | M[SignOpt, String] = ε
384 | Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "=== بيانات النقطة [ب] ===" (String) | M[Term, String] = Factor MultiplicationTail
385 | Factor MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "=== بيانات النقطة [ب] ===" (String) | M[Factor, String] = String
386 | String MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "=== بيانات النقطة [ب] ===" (String) | Match terminal String
387 | MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[MultiplicationTail, RightParen] = ε
388 | AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[AdditionTail, RightParen] = ε
389 | RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[RelationTail, RightParen] = ε
390 | PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[PrintItemsTail, RightParen] = ε
391 | RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | Match terminal RightParen
392 | Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | Match terminal Semicolon
393 | StatementList RightBrace Dot Eof | "اطبع" (Print) | M[StatementList, Print] = Statement StatementList
394 | Statement StatementList RightBrace Dot Eof | "اطبع" (Print) | M[Statement, Print] = PrintStatement
395 | PrintStatement StatementList RightBrace Dot Eof | "اطبع" (Print) | M[PrintStatement, Print] = Print LeftParen PrintItems RightParen Semicolon
396 | Print LeftParen PrintItems RightParen Semicolon StatementList RightBrace Dot Eof | "اطبع" (Print) | Match terminal Print
397 | LeftParen PrintItems RightParen Semicolon StatementList RightBrace Dot Eof | "(" (LeftParen) | Match terminal LeftParen
398 | PrintItems RightParen Semicolon StatementList RightBrace Dot Eof | "الإحداثي السيني (س) = " (String) | M[PrintItems, String] = Expression PrintItemsTail
399 | Expression PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "الإحداثي السيني (س) = " (String) | M[Expression, String] = SimpleExpression RelationTail
400 | SimpleExpression RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "الإحداثي السيني (س) = " (String) | M[SimpleExpression, String] = SignOpt Term AdditionTail
401 | SignOpt Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "الإحداثي السيني (س) = " (String) | M[SignOpt, String] = ε
402 | Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "الإحداثي السيني (س) = " (String) | M[Term, String] = Factor MultiplicationTail
403 | Factor MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "الإحداثي السيني (س) = " (String) | M[Factor, String] = String
404 | String MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "الإحداثي السيني (س) = " (String) | Match terminal String
405 | MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | M[MultiplicationTail, Comma] = ε
